usuario,puntuacion,fecha,titulo,texto_comentario,fecha_sistema,texto_limpio,texto_original,texto_sin_stopwords,texto_comentario_limpio,texto_comentario_sin_stopwords,tokens,tokens_sin_stopwords,num_palabras,num_palabras_limpias,longitud_comentario,conteo_palabras_unicas
Ald Natural,1,2025-12-15T02:32:59.000Z,Sin título,"Cada día peor. Antes eran los mejores casi en todo, atención al cliente, rapidez, información, cumplidores, etc., etc. Hoy en día ya se han perdido casi todos estos valores que tenían.",2025-12-22 00:22:41,dia peor mejores casi atencion cliente rapidez informacion cumplidores etc etc hoy dia perdido casi valores tenian,"Cada día peor. Antes eran los mejores casi en todo, atención al cliente, rapidez, información, cumplidores, etc., etc. Hoy en día ya se han perdido casi todos estos valores que tenían.",dia peor mejores casi atencion cliente rapidez informacion cumplidores etc etc hoy dia perdido casi valores tenian,cada dia peor antes eran los mejores casi en todo atencion al cliente rapidez informacion cumplidores etc etc hoy en dia ya se han perdido casi todos estos valores que tenian,dia peor mejores casi atencion cliente rapidez informacion cumplidores etc etc hoy dia perdido casi valores tenian,"['cada', 'dia', 'peor', 'antes', 'eran', 'los', 'mejores', 'casi', 'en', 'todo', 'atencion', 'al', 'cliente', 'rapidez', 'informacion', 'cumplidores', 'etc', 'etc', 'hoy', 'en', 'dia', 'ya', 'se', 'han', 'perdido', 'casi', 'todos', 'estos', 'valores', 'que', 'tenian']","['dia', 'peor', 'mejores', 'casi', 'atencion', 'cliente', 'rapidez', 'informacion', 'cumplidores', 'etc', 'etc', 'hoy', 'dia', 'perdido', 'casi', 'valores', 'tenian']",31,17,184,14
Pablo Arias-Argüello Pereira,1,2025-12-03T20:26:46.000Z,Sin título,"No entregan pedidos en el día indicado, y te lo retrasan tres días diciendo que si no lo recibes puedes solicitar el reembolso. De risa te pones en contacto con el servicio de atención al cliente y te...Ver más",2025-12-22 00:22:41,entregan pedidos dia indicado retrasan tres dias diciendo recibes puedes solicitar reembolso risa pones contacto servicio atencion cliente,"No entregan pedidos en el día indicado, y te lo retrasan tres días diciendo que si no lo recibes puedes solicitar el reembolso. De risa te pones en contacto con el servicio de atención al cliente y te...Ver más",entregan pedidos dia indicado retrasan tres dias diciendo recibes puedes solicitar reembolso risa pones contacto servicio atencion cliente,no entregan pedidos en el dia indicado y te lo retrasan tres dias diciendo que si no lo recibes puedes solicitar el reembolso de risa te pones en contacto con el servicio de atencion al cliente y te ver mas,entregan pedidos dia indicado retrasan tres dias diciendo recibes puedes solicitar reembolso risa pones contacto servicio atencion cliente,"['no', 'entregan', 'pedidos', 'en', 'el', 'dia', 'indicado', 'y', 'te', 'lo', 'retrasan', 'tres', 'dias', 'diciendo', 'que', 'si', 'no', 'lo', 'recibes', 'puedes', 'solicitar', 'el', 'reembolso', 'de', 'risa', 'te', 'pones', 'en', 'contacto', 'con', 'el', 'servicio', 'de', 'atencion', 'al', 'cliente', 'y', 'te', 'ver', 'mas']","['entregan', 'pedidos', 'dia', 'indicado', 'retrasan', 'tres', 'dias', 'diciendo', 'recibes', 'puedes', 'solicitar', 'reembolso', 'risa', 'pones', 'contacto', 'servicio', 'atencion', 'cliente']",40,18,210,18
Albert,1,2025-12-15T22:49:08.000Z,Sin título,La atención al cliente de Amazón es horrorosa. Es imposible el contacto telefónico y la IA funciona muy deficientemente. Llevo 3 días intentando reportar un problema y no he recibido ninguna respuesta...Ver más,2025-12-22 00:22:41,atencion cliente horrorosa imposible contacto telefonico ia funciona deficientemente llevo dias intentando reportar problema recibido ninguna respuesta,La atención al cliente de Amazón es horrorosa. Es imposible el contacto telefónico y la IA funciona muy deficientemente. Llevo 3 días intentando reportar un problema y no he recibido ninguna respuesta...Ver más,atencion cliente horrorosa imposible contacto telefonico ia funciona deficientemente llevo dias intentando reportar problema recibido ninguna respuesta,la atencion al cliente de amazon es horrorosa es imposible el contacto telefonico y la ia funciona muy deficientemente llevo dias intentando reportar un problema y no he recibido ninguna respuesta ver mas,atencion cliente horrorosa imposible contacto telefonico ia funciona deficientemente llevo dias intentando reportar problema recibido ninguna respuesta,"['la', 'atencion', 'al', 'cliente', 'de', 'amazon', 'es', 'horrorosa', 'es', 'imposible', 'el', 'contacto', 'telefonico', 'y', 'la', 'ia', 'funciona', 'muy', 'deficientemente', 'llevo', 'dias', 'intentando', 'reportar', 'un', 'problema', 'y', 'no', 'he', 'recibido', 'ninguna', 'respuesta', 'ver', 'mas']","['atencion', 'cliente', 'horrorosa', 'imposible', 'contacto', 'telefonico', 'ia', 'funciona', 'deficientemente', 'llevo', 'dias', 'intentando', 'reportar', 'problema', 'recibido', 'ninguna', 'respuesta']",33,17,210,17
Sergi Canalís Cobos,1,2025-12-11T23:19:27.000Z,Sin título,"No és el primer productor que compro en Amazon, però sí la primera vez que me realizan una entrega, sin llamar (según ellos lo hicieron pero no había nadie en casa -estaba mi hijo-), y resulta que l...Ver más",2025-12-22 00:22:41,primer productor compro primera realizan entrega llamar segun hicieron habia nadie casa hijo resulta l,"No és el primer productor que compro en Amazon, però sí la primera vez que me realizan una entrega, sin llamar (según ellos lo hicieron pero no había nadie en casa -estaba mi hijo-), y resulta que l...Ver más",primer productor compro primera realizan entrega llamar segun hicieron habia nadie casa hijo resulta l,no es el primer productor que compro en amazon pero si la primera vez que me realizan una entrega sin llamar segun ellos lo hicieron pero no habia nadie en casa estaba mi hijo y resulta que l ver mas,primer productor compro primera realizan entrega llamar segun hicieron habia nadie casa hijo resulta l,"['no', 'es', 'el', 'primer', 'productor', 'que', 'compro', 'en', 'amazon', 'pero', 'si', 'la', 'primera', 'vez', 'que', 'me', 'realizan', 'una', 'entrega', 'sin', 'llamar', 'segun', 'ellos', 'lo', 'hicieron', 'pero', 'no', 'habia', 'nadie', 'en', 'casa', 'estaba', 'mi', 'hijo', 'y', 'resulta', 'que', 'l', 'ver', 'mas']","['primer', 'productor', 'compro', 'primera', 'realizan', 'entrega', 'llamar', 'segun', 'hicieron', 'habia', 'nadie', 'casa', 'hijo', 'resulta', 'l']",40,15,208,15
melodia arcos diaz,1,2025-12-03T21:52:31.000Z,Sin título,"Ya es la segunda vez que hago un pedido con ellos y me dice que lo entregan un día , pasa una semana y ese paquete sigue sin llegar. Me meto en seguimiento y es que no se sabe ni dónde está. Son unos...Ver más",2025-12-22 00:22:41,segunda hago pedido dice entregan dia pasa semana paquete sigue llegar meto seguimiento sabe,"Ya es la segunda vez que hago un pedido con ellos y me dice que lo entregan un día , pasa una semana y ese paquete sigue sin llegar. Me meto en seguimiento y es que no se sabe ni dónde está. Son unos...Ver más",segunda hago pedido dice entregan dia pasa semana paquete sigue llegar meto seguimiento sabe,ya es la segunda vez que hago un pedido con ellos y me dice que lo entregan un dia pasa una semana y ese paquete sigue sin llegar me meto en seguimiento y es que no se sabe ni donde esta son unos ver mas,segunda hago pedido dice entregan dia pasa semana paquete sigue llegar meto seguimiento sabe,"['ya', 'es', 'la', 'segunda', 'vez', 'que', 'hago', 'un', 'pedido', 'con', 'ellos', 'y', 'me', 'dice', 'que', 'lo', 'entregan', 'un', 'dia', 'pasa', 'una', 'semana', 'y', 'ese', 'paquete', 'sigue', 'sin', 'llegar', 'me', 'meto', 'en', 'seguimiento', 'y', 'es', 'que', 'no', 'se', 'sabe', 'ni', 'donde', 'esta', 'son', 'unos', 'ver', 'mas']","['segunda', 'hago', 'pedido', 'dice', 'entregan', 'dia', 'pasa', 'semana', 'paquete', 'sigue', 'llegar', 'meto', 'seguimiento', 'sabe']",45,14,209,14
customer,1,2025-11-27T20:55:19.000Z,Sin título,"Amazon se me ha quedado el dinero de un reembolso. Compré un artículo por 46,63€, todos los días dicen que van hacer la devolución y nunca lo hacen. Supuestamente por las incomodidades presentadas y e...Ver más",2025-12-22 00:22:41,quedado dinero reembolso compre articulo dias dicen van devolucion nunca hacen supuestamente incomodidades presentadas,"Amazon se me ha quedado el dinero de un reembolso. Compré un artículo por 46,63€, todos los días dicen que van hacer la devolución y nunca lo hacen. Supuestamente por las incomodidades presentadas y e...Ver más",quedado dinero reembolso compre articulo dias dicen van devolucion nunca hacen supuestamente incomodidades presentadas,amazon se me ha quedado el dinero de un reembolso compre un articulo por todos los dias dicen que van hacer la devolucion y nunca lo hacen supuestamente por las incomodidades presentadas y e ver mas,quedado dinero reembolso compre articulo dias dicen van devolucion nunca hacen supuestamente incomodidades presentadas,"['amazon', 'se', 'me', 'ha', 'quedado', 'el', 'dinero', 'de', 'un', 'reembolso', 'compre', 'un', 'articulo', 'por', 'todos', 'los', 'dias', 'dicen', 'que', 'van', 'hacer', 'la', 'devolucion', 'y', 'nunca', 'lo', 'hacen', 'supuestamente', 'por', 'las', 'incomodidades', 'presentadas', 'y', 'e', 'ver', 'mas']","['quedado', 'dinero', 'reembolso', 'compre', 'articulo', 'dias', 'dicen', 'van', 'devolucion', 'nunca', 'hacen', 'supuestamente', 'incomodidades', 'presentadas']",36,14,210,14
TTN,1,2025-12-01T19:23:27.000Z,Sin título,"Compré un árbol de navidad a Amazon, repito yo compro a Amazon y pago a Amazon.
Días después, se cambia de opinión y se procede a devolver y me encuentro con la sorpresa que amazon me dice que en re...Ver más",2025-12-22 00:22:41,compre arbol navidad repito compro pago dias despues cambia opinion procede devolver encuentro sorpresa dice re,"Compré un árbol de navidad a Amazon, repito yo compro a Amazon y pago a Amazon.
Días después, se cambia de opinión y se procede a devolver y me encuentro con la sorpresa que amazon me dice que en re...Ver más",compre arbol navidad repito compro pago dias despues cambia opinion procede devolver encuentro sorpresa dice re,compre un arbol de navidad a amazon repito yo compro a amazon y pago a amazon dias despues se cambia de opinion y se procede a devolver y me encuentro con la sorpresa que amazon me dice que en re ver mas,compre arbol navidad repito compro pago dias despues cambia opinion procede devolver encuentro sorpresa dice re,"['compre', 'un', 'arbol', 'de', 'navidad', 'a', 'amazon', 'repito', 'yo', 'compro', 'a', 'amazon', 'y', 'pago', 'a', 'amazon', 'dias', 'despues', 'se', 'cambia', 'de', 'opinion', 'y', 'se', 'procede', 'a', 'devolver', 'y', 'me', 'encuentro', 'con', 'la', 'sorpresa', 'que', 'amazon', 'me', 'dice', 'que', 'en', 're', 'ver', 'mas']","['compre', 'arbol', 'navidad', 'repito', 'compro', 'pago', 'dias', 'despues', 'cambia', 'opinion', 'procede', 'devolver', 'encuentro', 'sorpresa', 'dice', 're']",42,16,208,16
ROCIO ALBERTI,1,2025-12-02T09:27:11.000Z,Sin título,"AMAZON cada vez peor, incumplen los plazos, las garantías, te dejan paquetes en la entrada sin seguridad ninguna, el servicio de atención al cliente no soluciona nada, cuando les da la gana el reembol...Ver más",2025-12-22 00:22:41,peor incumplen plazos garantias dejan paquetes entrada seguridad ninguna servicio atencion cliente soluciona da gana reembol,"AMAZON cada vez peor, incumplen los plazos, las garantías, te dejan paquetes en la entrada sin seguridad ninguna, el servicio de atención al cliente no soluciona nada, cuando les da la gana el reembol...Ver más",peor incumplen plazos garantias dejan paquetes entrada seguridad ninguna servicio atencion cliente soluciona da gana reembol,amazon cada vez peor incumplen los plazos las garantias te dejan paquetes en la entrada sin seguridad ninguna el servicio de atencion al cliente no soluciona nada cuando les da la gana el reembol ver mas,peor incumplen plazos garantias dejan paquetes entrada seguridad ninguna servicio atencion cliente soluciona da gana reembol,"['amazon', 'cada', 'vez', 'peor', 'incumplen', 'los', 'plazos', 'las', 'garantias', 'te', 'dejan', 'paquetes', 'en', 'la', 'entrada', 'sin', 'seguridad', 'ninguna', 'el', 'servicio', 'de', 'atencion', 'al', 'cliente', 'no', 'soluciona', 'nada', 'cuando', 'les', 'da', 'la', 'gana', 'el', 'reembol', 'ver', 'mas']","['peor', 'incumplen', 'plazos', 'garantias', 'dejan', 'paquetes', 'entrada', 'seguridad', 'ninguna', 'servicio', 'atencion', 'cliente', 'soluciona', 'da', 'gana', 'reembol']",36,16,210,16
Fernando Benjumea,1,2025-11-30T08:19:58.000Z,Sin título,"He devuelto un artículo en Amazon, un detector de metales que funcionaba mal. Recogieron el artículo a través de celeritas, de la cual tengo la justificación. Tras pasar más de 14 días sin obten...Ver más",2025-12-22 00:22:41,devuelto articulo detector metales funcionaba mal recogieron articulo traves celeritas justificacion tras pasar dias obten,"He devuelto un artículo en Amazon, un detector de metales que funcionaba mal. Recogieron el artículo a través de celeritas, de la cual tengo la justificación. Tras pasar más de 14 días sin obten...Ver más",devuelto articulo detector metales funcionaba mal recogieron articulo traves celeritas justificacion tras pasar dias obten,he devuelto un articulo en amazon un detector de metales que funcionaba mal recogieron el articulo a traves de celeritas de la cual tengo la justificacion tras pasar mas de dias sin obten ver mas,devuelto articulo detector metales funcionaba mal recogieron articulo traves celeritas justificacion tras pasar dias obten,"['he', 'devuelto', 'un', 'articulo', 'en', 'amazon', 'un', 'detector', 'de', 'metales', 'que', 'funcionaba', 'mal', 'recogieron', 'el', 'articulo', 'a', 'traves', 'de', 'celeritas', 'de', 'la', 'cual', 'tengo', 'la', 'justificacion', 'tras', 'pasar', 'mas', 'de', 'dias', 'sin', 'obten', 'ver', 'mas']","['devuelto', 'articulo', 'detector', 'metales', 'funcionaba', 'mal', 'recogieron', 'articulo', 'traves', 'celeritas', 'justificacion', 'tras', 'pasar', 'dias', 'obten']",35,15,204,14
Loly Castillo,1,2025-12-03T22:08:42.000Z,Sin título,"Hice un pedido el 15 de noviembre y fue cancelado al instante. Llamé a atención al cliente e informé sobre ello.
Aún así me enviaron el pedido. 
No he aceptado el paquete obviamente porque yo lo ha...Ver más",2025-12-22 00:22:41,hice pedido noviembre cancelado instante llame atencion cliente informe ello aun asi enviaron pedido aceptado paquete obviamente,"Hice un pedido el 15 de noviembre y fue cancelado al instante. Llamé a atención al cliente e informé sobre ello.
Aún así me enviaron el pedido. 
No he aceptado el paquete obviamente porque yo lo ha...Ver más",hice pedido noviembre cancelado instante llame atencion cliente informe ello aun asi enviaron pedido aceptado paquete obviamente,hice un pedido el de noviembre y fue cancelado al instante llame a atencion al cliente e informe sobre ello aun asi me enviaron el pedido no he aceptado el paquete obviamente porque yo lo ha ver mas,hice pedido noviembre cancelado instante llame atencion cliente informe ello aun asi enviaron pedido aceptado paquete obviamente,"['hice', 'un', 'pedido', 'el', 'de', 'noviembre', 'y', 'fue', 'cancelado', 'al', 'instante', 'llame', 'a', 'atencion', 'al', 'cliente', 'e', 'informe', 'sobre', 'ello', 'aun', 'asi', 'me', 'enviaron', 'el', 'pedido', 'no', 'he', 'aceptado', 'el', 'paquete', 'obviamente', 'porque', 'yo', 'lo', 'ha', 'ver', 'mas']","['hice', 'pedido', 'noviembre', 'cancelado', 'instante', 'llame', 'atencion', 'cliente', 'informe', 'ello', 'aun', 'asi', 'enviaron', 'pedido', 'aceptado', 'paquete', 'obviamente']",38,17,207,16
cesar gotor,1,2025-11-30T19:09:03.000Z,Sin título,"Porque no me deja poner 0 estrellas, los dos últimos pedidos, uno de ellos me lo mandan usado y defectuoso, llamé y me lo iban a recoger, de esto hace ya más de una semana.
Última compra, pagas un p...Ver más",2025-12-22 00:22:41,deja poner estrellas dos ultimos pedidos mandan usado defectuoso llame iban recoger semana ultima compra pagas p,"Porque no me deja poner 0 estrellas, los dos últimos pedidos, uno de ellos me lo mandan usado y defectuoso, llamé y me lo iban a recoger, de esto hace ya más de una semana.
Última compra, pagas un p...Ver más",deja poner estrellas dos ultimos pedidos mandan usado defectuoso llame iban recoger semana ultima compra pagas p,porque no me deja poner estrellas los dos ultimos pedidos uno de ellos me lo mandan usado y defectuoso llame y me lo iban a recoger de esto hace ya mas de una semana ultima compra pagas un p ver mas,deja poner estrellas dos ultimos pedidos mandan usado defectuoso llame iban recoger semana ultima compra pagas p,"['porque', 'no', 'me', 'deja', 'poner', 'estrellas', 'los', 'dos', 'ultimos', 'pedidos', 'uno', 'de', 'ellos', 'me', 'lo', 'mandan', 'usado', 'y', 'defectuoso', 'llame', 'y', 'me', 'lo', 'iban', 'a', 'recoger', 'de', 'esto', 'hace', 'ya', 'mas', 'de', 'una', 'semana', 'ultima', 'compra', 'pagas', 'un', 'p', 'ver', 'mas']","['deja', 'poner', 'estrellas', 'dos', 'ultimos', 'pedidos', 'mandan', 'usado', 'defectuoso', 'llame', 'iban', 'recoger', 'semana', 'ultima', 'compra', 'pagas', 'p']",41,17,208,17
